,team,total,team_opp,total_opp,season,date,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,home_opp,won
38,BOS,109,MIL,81,2022,2022-05-15,240.0,240.0,37.0,88.0,0.42,22.0,55.0,0.4,13.0,18.0,0.722,8.0,40.0,48.0,29.0,5.0,7.0,12.0,19.0,109.0,,0.568,0.545,0.625,0.205,15.1,78.4,46.2,78.4,5.1,12.3,11.1,100.0,111.7,83.0,,,10.0,22.0,1.0,7.0,18.0,1.0,6.0,7.0,1.0,2.0,9.0,10.0,10.0,2.0,2.0,7.0,5.0,27.0,25.0,1.5,1.5,1.0,0.778,14.4,45.9,22.5,63.3,7.8,26.7,30.2,28.3,300.0,93.0,1,0,240.0,240.0,33.0,90.0,0.367,4.0,33.0,0.121,11.0,16.0,0.688,11.0,45.0,56.0,20.0,5.0,5.0,13.0,18.0,81.0,,0.417,0.389,0.367,0.178,21.6,84.9,53.8,60.6,5.1,15.2,11.8,100.0,83.0,111.7,,,10.0,26.0,1.0,2.0,6.0,0.667,4.0,6.0,1.0,4.0,17.0,20.0,9.0,2.0,3.0,5.0,4.0,25.0,-4.0,1.0,1.0,0.833,0.4,45.9,35.7,22.5,100.0,2.4,11.7,100.0,42.6,209.0,120.0,0,True
39,PHO,90,DAL,123,2022,2022-05-15,240.0,240.0,33.0,87.0,0.379,12.0,34.0,0.353,12.0,18.0,0.667,15.0,24.0,39.0,22.0,8.0,4.0,12.0,18.0,90.0,,0.474,0.448,0.391,0.207,28.8,80.0,47.6,66.7,8.9,9.5,11.2,100.0,100.6,137.6,,,4.0,14.0,0.8,3.0,6.0,1.0,5.0,6.0,1.0,4.0,4.0,6.0,4.0,2.0,1.0,4.0,3.0,12.0,11.0,1.0,1.0,0.8,0.8,37.0,77.1,47.0,76.0,20.3,22.9,25.0,45.0,211.0,146.0,1,0,240.0,240.0,46.0,81.0,0.568,19.0,39.0,0.487,12.0,12.0,1.0,6.0,37.0,43.0,14.0,9.0,6.0,11.0,17.0,123.0,,0.713,0.685,0.481,0.148,20.0,71.2,52.4,30.4,10.1,11.3,11.3,100.0,137.6,100.6,,,12.0,19.0,1.0,6.0,11.0,1.0,5.0,5.0,1.0,3.0,9.0,10.0,4.0,2.0,3.0,2.0,4.0,35.0,44.0,1.5,1.5,1.0,0.5,16.2,28.5,19.3,23.3,16.7,12.9,50.0,46.0,300.0,114.0,0,False
40,MIL,95,BOS,108,2022,2022-05-13,240.0,240.0,36.0,88.0,0.409,7.0,29.0,0.241,16.0,18.0,0.889,7.0,42.0,49.0,15.0,5.0,3.0,10.0,25.0,95.0,,0.495,0.449,0.33,0.205,17.1,84.0,53.8,41.7,5.2,6.8,9.4,100.0,99.2,112.8,,,14.0,30.0,1.0,3.0,10.0,0.667,14.0,15.0,1.0,3.0,17.0,20.0,6.0,3.0,2.0,6.0,5.0,44.0,2.0,1.0,1.0,1.0,0.5,8.6,68.6,37.7,36.1,3.6,5.2,14.3,47.3,200.0,121.0,1,0,240.0,240.0,38.0,87.0,0.437,17.0,43.0,0.395,15.0,23.0,0.652,8.0,34.0,42.0,22.0,5.0,7.0,8.0,17.0,108.0,,0.556,0.534,0.494,0.264,16.0,82.9,46.2,57.9,5.2,11.9,7.6,100.0,112.8,99.2,,,17.0,32.0,0.667,7.0,15.0,0.571,5.0,7.0,1.0,2.0,9.0,10.0,7.0,2.0,4.0,4.0,5.0,46.0,21.0,1.136,0.667,0.667,1.667,6.5,91.2,41.1,29.4,3.6,11.0,16.1,41.8,250.0,108.0,0,False
41,MEM,96,GSW,110,2022,2022-05-13,240.0,240.0,34.0,96.0,0.354,15.0,36.0,0.417,13.0,20.0,0.65,10.0,34.0,44.0,21.0,8.0,6.0,6.0,12.0,96.0,,0.458,0.432,0.375,0.208,18.2,57.6,38.6,61.8,8.2,11.8,5.4,100.0,98.6,113.0,,,11.0,28.0,0.563,7.0,15.0,0.667,4.0,5.0,1.0,4.0,9.0,10.0,8.0,3.0,4.0,2.0,3.0,30.0,-2.0,0.704,0.688,0.536,1.333,17.9,25.7,14.8,34.1,4.4,10.0,100.0,33.1,142.0,121.0,0,1,240.0,240.0,41.0,104.0,0.394,20.0,53.0,0.377,8.0,11.0,0.727,25.0,45.0,70.0,24.0,3.0,10.0,17.0,17.0,110.0,,0.505,0.49,0.51,0.106,42.4,81.8,61.4,58.5,3.1,16.7,13.5,100.0,113.0,98.6,,,11.0,27.0,0.5,8.0,17.0,0.6,3.0,4.0,1.0,11.0,12.0,22.0,8.0,1.0,3.0,4.0,4.0,30.0,20.0,0.75,0.75,1.0,0.2,25.4,27.3,26.3,30.7,1.3,5.8,33.3,30.1,144.0,109.0,1,False
42,BOS,108,MIL,95,2022,2022-05-13,240.0,240.0,38.0,87.0,0.437,17.0,43.0,0.395,15.0,23.0,0.652,8.0,34.0,42.0,22.0,5.0,7.0,8.0,17.0,108.0,,0.556,0.534,0.494,0.264,16.0,82.9,46.2,57.9,5.2,11.9,7.6,100.0,112.8,99.2,,,17.0,32.0,0.667,7.0,15.0,0.571,5.0,7.0,1.0,2.0,9.0,10.0,7.0,2.0,4.0,4.0,5.0,46.0,21.0,1.136,0.667,0.667,1.667,6.5,91.2,41.1,29.4,3.6,11.0,16.1,41.8,250.0,108.0,0,1,240.0,240.0,36.0,88.0,0.409,7.0,29.0,0.241,16.0,18.0,0.889,7.0,42.0,49.0,15.0,5.0,3.0,10.0,25.0,95.0,,0.495,0.449,0.33,0.205,17.1,84.0,53.8,41.7,5.2,6.8,9.4,100.0,99.2,112.8,,,14.0,30.0,1.0,3.0,10.0,0.667,14.0,15.0,1.0,3.0,17.0,20.0,6.0,3.0,2.0,6.0,5.0,44.0,2.0,1.0,1.0,1.0,0.5,8.6,68.6,37.7,36.1,3.6,5.2,14.3,47.3,200.0,121.0,1,True
43,GSW,110,MEM,96,2022,2022-05-13,240.0,240.0,41.0,104.0,0.394,20.0,53.0,0.377,8.0,11.0,0.727,25.0,45.0,70.0,24.0,3.0,10.0,17.0,17.0,110.0,,0.505,0.49,0.51,0.106,42.4,81.8,61.4,58.5,3.1,16.7,13.5,100.0,113.0,98.6,,,11.0,27.0,0.5,8.0,17.0,0.6,3.0,4.0,1.0,11.0,12.0,22.0,8.0,1.0,3.0,4.0,4.0,30.0,20.0,0.75,0.75,1.0,0.2,25.4,27.3,26.3,30.7,1.3,5.8,33.3,30.1,144.0,109.0,1,0,240.0,240.0,34.0,96.0,0.354,15.0,36.0,0.417,13.0,20.0,0.65,10.0,34.0,44.0,21.0,8.0,6.0,6.0,12.0,96.0,,0.458,0.432,0.375,0.208,18.2,57.6,38.6,61.8,8.2,11.8,5.4,100.0,98.6,113.0,,,11.0,28.0,0.563,7.0,15.0,0.667,4.0,5.0,1.0,4.0,9.0,10.0,8.0,3.0,4.0,2.0,3.0,30.0,-2.0,0.704,0.688,0.536,1.333,17.9,25.7,14.8,34.1,4.4,10.0,100.0,33.1,142.0,121.0,0,True
44,MIA,99,PHI,90,2022,2022-05-12,240.0,240.0,42.0,87.0,0.483,7.0,28.0,0.25,8.0,11.0,0.727,13.0,36.0,49.0,19.0,7.0,6.0,12.0,12.0,99.0,,0.539,0.523,0.322,0.126,31.0,85.7,58.3,45.2,7.6,12.0,11.6,100.0,107.9,98.1,,,13.0,29.0,1.0,4.0,10.0,0.4,4.0,6.0,0.8,4.0,8.0,11.0,6.0,2.0,2.0,4.0,3.0,32.0,23.0,1.0,1.0,1.0,0.357,18.4,23.4,15.9,28.5,9.7,17.7,37.5,36.5,152.0,107.0,0,1,240.0,240.0,36.0,87.0,0.414,12.0,37.0,0.324,6.0,7.0,0.857,6.0,29.0,35.0,21.0,8.0,6.0,13.0,16.0,90.0,,0.5,0.483,0.425,0.08,14.3,69.0,41.7,58.3,8.7,10.2,12.6,100.0,98.1,107.9,,,9.0,24.0,1.0,3.0,8.0,1.0,4.0,4.0,1.0,4.0,8.0,12.0,9.0,2.0,2.0,4.0,4.0,20.0,11.0,1.5,1.5,1.0,0.25,10.4,100.0,50.4,31.9,16.9,6.8,66.7,82.2,300.0,119.0,1,True
45,PHI,90,MIA,99,2022,2022-05-12,240.0,240.0,36.0,87.0,0.414,12.0,37.0,0.324,6.0,7.0,0.857,6.0,29.0,35.0,21.0,8.0,6.0,13.0,16.0,90.0,,0.5,0.483,0.425,0.08,14.3,69.0,41.7,58.3,8.7,10.2,12.6,100.0,98.1,107.9,,,9.0,24.0,1.0,3.0,8.0,1.0,4.0,4.0,1.0,4.0,8.0,12.0,9.0,2.0,2.0,4.0,4.0,20.0,11.0,1.5,1.5,1.0,0.25,10.4,100.0,50.4,31.9,16.9,6.8,66.7,82.2,300.0,119.0,1,0,240.0,240.0,42.0,87.0,0.483,7.0,28.0,0.25,8.0,11.0,0.727,13.0,36.0,49.0,19.0,7.0,6.0,12.0,12.0,99.0,,0.539,0.523,0.322,0.126,31.0,85.7,58.3,45.2,7.6,12.0,11.6,100.0,107.9,98.1,,,13.0,29.0,1.0,4.0,10.0,0.4,4.0,6.0,0.8,4.0,8.0,11.0,6.0,2.0,2.0,4.0,3.0,32.0,23.0,1.0,1.0,1.0,0.357,18.4,23.4,15.9,28.5,9.7,17.7,37.5,36.5,152.0,107.0,0,False
46,PHO,86,DAL,113,2022,2022-05-12,240.0,240.0,31.0,78.0,0.397,6.0,18.0,0.333,18.0,21.0,0.857,13.0,32.0,45.0,18.0,3.0,2.0,22.0,27.0,86.0,,0.493,0.436,0.231,0.269,28.9,82.1,53.6,58.1,3.3,5.3,20.1,100.0,93.9,123.4,,,10.0,17.0,0.625,3.0,5.0,1.0,7.0,7.0,1.0,3.0,9.0,11.0,5.0,2.0,1.0,8.0,5.0,21.0,-6.0,0.825,0.786,0.714,1.0,79.7,36.5,42.7,27.8,2.9,4.1,38.8,43.8,145.0,130.0,0,1,240.0,240.0,35.0,77.0,0.455,16.0,39.0,0.41,27.0,36.0,0.75,7.0,32.0,39.0,18.0,16.0,4.0,6.0,23.0,113.0,,0.609,0.558,0.506,0.468,17.9,71.1,46.4,51.4,17.5,6.7,6.1,100.0,123.4,93.9,,,11.0,26.0,1.0,5.0,11.0,0.714,9.0,14.0,1.0,3.0,10.0,11.0,8.0,4.0,2.0,2.0,5.0,33.0,24.0,1.136,1.071,1.0,4.0,9.2,100.0,66.6,54.3,16.9,25.8,66.7,53.2,250.0,108.0,1,False
47,DAL,113,PHO,86,2022,2022-05-12,240.0,240.0,35.0,77.0,0.455,16.0,39.0,0.41,27.0,36.0,0.75,7.0,32.0,39.0,18.0,16.0,4.0,6.0,23.0,113.0,,0.609,0.558,0.506,0.468,17.9,71.1,46.4,51.4,17.5,6.7,6.1,100.0,123.4,93.9,,,11.0,26.0,1.0,5.0,11.0,0.714,9.0,14.0,1.0,3.0,10.0,11.0,8.0,4.0,2.0,2.0,5.0,33.0,24.0,1.136,1.071,1.0,4.0,9.2,100.0,66.6,54.3,16.9,25.8,66.7,53.2,250.0,108.0,1,0,240.0,240.0,31.0,78.0,0.397,6.0,18.0,0.333,18.0,21.0,0.857,13.0,32.0,45.0,18.0,3.0,2.0,22.0,27.0,86.0,,0.493,0.436,0.231,0.269,28.9,82.1,53.6,58.1,3.3,5.3,20.1,100.0,93.9,123.4,,,10.0,17.0,0.625,3.0,5.0,1.0,7.0,7.0,1.0,3.0,9.0,11.0,5.0,2.0,1.0,8.0,5.0,21.0,-6.0,0.825,0.786,0.714,1.0,79.7,36.5,42.7,27.8,2.9,4.1,38.8,43.8,145.0,130.0,0,True
48,BOS,107,MIL,110,2022,2022-05-11,240.0,240.0,42.0,82.0,0.512,10.0,31.0,0.323,13.0,15.0,0.867,5.0,31.0,36.0,25.0,6.0,7.0,10.0,19.0,107.0,,0.604,0.573,0.378,0.183,13.5,64.6,42.4,59.5,6.5,11.1,10.1,100.0,115.1,118.3,,,12.0,29.0,1.0,3.0,11.0,1.0,8.0,9.0,0.889,2.0,7.0,8.0,6.0,3.0,2.0,3.0,4.0,34.0,8.0,1.1,1.1,0.667,0.316,7.4,20.5,12.8,27.5,3.8,6.6,40.0,39.7,220.0,127.0,1,0,240.0,240.0,40.0,92.0,0.435,13.0,29.0,0.448,17.0,21.0,0.81,17.0,32.0,49.0,22.0,5.0,5.0,13.0,14.0,110.0,,0.543,0.505,0.315,0.228,35.4,86.5,57.6,55.0,5.4,9.8,11.4,100.0,118.3,115.1,,,16.0,27.0,0.593,4.0,7.0,0.6,6.0,10.0,1.0,7.0,9.0,15.0,8.0,1.0,2.0,7.0,4.0,40.0,14.0,0.825,0.786,0.714,0.429,24.6,36.5,29.8,31.9,1.8,4.6,28.7,40.0,151.0,121.0,0,False
49,MIL,110,BOS,107,2022,2022-05-11,240.0,240.0,40.0,92.0,0.435,13.0,29.0,0.448,17.0,21.0,0.81,17.0,32.0,49.0,22.0,5.0,5.0,13.0,14.0,110.0,,0.543,0.505,0.315,0.228,35.4,86.5,57.6,55.0,5.4,9.8,11.4,100.0,118.3,115.1,,,16.0,27.0,0.593,4.0,7.0,0.6,6.0,10.0,1.0,7.0,9.0,15.0,8.0,1.0,2.0,7.0,4.0,40.0,14.0,0.825,0.786,0.714,0.429,24.6,36.5,29.8,31.9,1.8,4.6,28.7,40.0,151.0,121.0,0,1,240.0,240.0,42.0,82.0,0.512,10.0,31.0,0.323,13.0,15.0,0.867,5.0,31.0,36.0,25.0,6.0,7.0,10.0,19.0,107.0,,0.604,0.573,0.378,0.183,13.5,64.6,42.4,59.5,6.5,11.1,10.1,100.0,115.1,118.3,,,12.0,29.0,1.0,3.0,11.0,1.0,8.0,9.0,0.889,2.0,7.0,8.0,6.0,3.0,2.0,3.0,4.0,34.0,8.0,1.1,1.1,0.667,0.316,7.4,20.5,12.8,27.5,3.8,6.6,40.0,39.7,220.0,127.0,1,True
50,GSW,95,MEM,134,2022,2022-05-11,240.0,240.0,36.0,80.0,0.45,14.0,39.0,0.359,9.0,13.0,0.692,4.0,33.0,37.0,22.0,3.0,5.0,22.0,23.0,95.0,,0.554,0.538,0.488,0.163,9.8,64.7,40.2,61.1,3.0,8.6,20.4,100.0,93.6,132.0,,,7.0,16.0,1.0,3.0,8.0,1.0,3.0,4.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,5.0,3.0,19.0,10.0,1.0,1.0,1.0,0.5,10.5,29.9,16.6,34.1,3.0,5.3,50.6,35.0,128.0,140.0,0,1,240.0,240.0,47.0,99.0,0.475,18.0,41.0,0.439,22.0,30.0,0.733,18.0,37.0,55.0,37.0,12.0,4.0,9.0,17.0,134.0,,0.597,0.566,0.414,0.303,35.3,90.2,59.8,78.7,11.8,9.8,7.4,100.0,132.0,93.6,,,8.0,13.0,0.75,4.0,7.0,0.667,5.0,6.0,1.0,6.0,7.0,13.0,9.0,2.0,2.0,2.0,3.0,21.0,46.0,0.922,0.875,0.75,0.714,33.2,37.6,31.1,56.6,5.9,9.3,50.0,26.4,193.0,101.0,1,False
51,MEM,134,GSW,95,2022,2022-05-11,240.0,240.0,47.0,99.0,0.475,18.0,41.0,0.439,22.0,30.0,0.733,18.0,37.0,55.0,37.0,12.0,4.0,9.0,17.0,134.0,,0.597,0.566,0.414,0.303,35.3,90.2,59.8,78.7,11.8,9.8,7.4,100.0,132.0,93.6,,,8.0,13.0,0.75,4.0,7.0,0.667,5.0,6.0,1.0,6.0,7.0,13.0,9.0,2.0,2.0,2.0,3.0,21.0,46.0,0.922,0.875,0.75,0.714,33.2,37.6,31.1,56.6,5.9,9.3,50.0,26.4,193.0,101.0,1,0,240.0,240.0,36.0,80.0,0.45,14.0,39.0,0.359,9.0,13.0,0.692,4.0,33.0,37.0,22.0,3.0,5.0,22.0,23.0,95.0,,0.554,0.538,0.488,0.163,9.8,64.7,40.2,61.1,3.0,8.6,20.4,100.0,93.6,132.0,,,7.0,16.0,1.0,3.0,8.0,1.0,3.0,4.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,5.0,3.0,19.0,10.0,1.0,1.0,1.0,0.5,10.5,29.9,16.6,34.1,3.0,5.3,50.6,35.0,128.0,140.0,0,True
52,PHO,110,DAL,80,2022,2022-05-10,240.0,240.0,43.0,87.0,0.494,12.0,32.0,0.375,12.0,16.0,0.75,12.0,38.0,50.0,28.0,10.0,2.0,12.0,23.0,110.0,,0.585,0.563,0.368,0.184,27.3,86.4,56.8,65.1,10.9,5.1,11.3,100.0,119.6,87.0,,,11.0,20.0,0.692,3.0,7.0,1.0,3.0,4.0,1.0,3.0,6.0,9.0,10.0,4.0,1.0,4.0,6.0,28.0,25.0,1.0,1.0,1.0,0.8,55.0,64.8,32.4,100.0,6.2,31.0,50.0,34.2,186.0,95.0,1,0,240.0,240.0,27.0,71.0,0.38,8.0,32.0,0.25,18.0,27.0,0.667,6.0,32.0,38.0,9.0,7.0,0.0,16.0,21.0,80.0,,0.483,0.437,0.451,0.38,13.6,72.7,43.2,33.3,7.6,0.0,16.2,100.0,87.0,119.6,,,10.0,23.0,1.0,3.0,8.0,0.75,6.0,7.0,1.0,2.0,10.0,11.0,2.0,3.0,0.0,4.0,4.0,28.0,1.0,1.126,1.125,1.0,2.0,23.2,31.1,23.2,20.5,4.5,0.0,43.6,41.6,219.0,127.0,0,True
53,PHI,85,MIA,120,2022,2022-05-10,240.0,240.0,31.0,85.0,0.365,9.0,32.0,0.281,14.0,15.0,0.933,10.0,26.0,36.0,14.0,8.0,2.0,15.0,19.0,85.0,,0.464,0.418,0.376,0.176,20.8,76.5,43.9,45.2,8.5,3.9,14.1,100.0,90.3,127.4,,,7.0,14.0,0.583,2.0,6.0,1.0,4.0,4.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,4.0,4.0,17.0,-1.0,0.75,0.75,1.0,0.5,37.7,43.4,29.4,42.4,6.4,5.9,42.9,38.0,160.0,135.0,0,1,240.0,240.0,45.0,84.0,0.536,13.0,33.0,0.394,17.0,23.0,0.739,8.0,38.0,46.0,26.0,8.0,4.0,11.0,13.0,120.0,,0.637,0.613,0.393,0.274,23.5,79.2,56.1,57.8,8.5,7.5,10.5,100.0,127.4,90.3,,,9.0,15.0,1.0,4.0,10.0,1.0,4.0,7.0,1.0,3.0,9.0,10.0,7.0,2.0,2.0,3.0,3.0,23.0,36.0,1.5,1.5,1.0,1.0,23.0,32.7,21.3,28.3,8.9,11.2,21.6,34.6,284.0,102.0,1,False
54,MIA,120,PHI,85,2022,2022-05-10,240.0,240.0,45.0,84.0,0.536,13.0,33.0,0.394,17.0,23.0,0.739,8.0,38.0,46.0,26.0,8.0,4.0,11.0,13.0,120.0,,0.637,0.613,0.393,0.274,23.5,79.2,56.1,57.8,8.5,7.5,10.5,100.0,127.4,90.3,,,9.0,15.0,1.0,4.0,10.0,1.0,4.0,7.0,1.0,3.0,9.0,10.0,7.0,2.0,2.0,3.0,3.0,23.0,36.0,1.5,1.5,1.0,1.0,23.0,32.7,21.3,28.3,8.9,11.2,21.6,34.6,284.0,102.0,1,0,240.0,240.0,31.0,85.0,0.365,9.0,32.0,0.281,14.0,15.0,0.933,10.0,26.0,36.0,14.0,8.0,2.0,15.0,19.0,85.0,,0.464,0.418,0.376,0.176,20.8,76.5,43.9,45.2,8.5,3.9,14.1,100.0,90.3,127.4,,,7.0,14.0,0.583,2.0,6.0,1.0,4.0,4.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,4.0,4.0,17.0,-1.0,0.75,0.75,1.0,0.5,37.7,43.4,29.4,42.4,6.4,5.9,42.9,38.0,160.0,135.0,0,True
55,DAL,80,PHO,110,2022,2022-05-10,240.0,240.0,27.0,71.0,0.38,8.0,32.0,0.25,18.0,27.0,0.667,6.0,32.0,38.0,9.0,7.0,0.0,16.0,21.0,80.0,,0.483,0.437,0.451,0.38,13.6,72.7,43.2,33.3,7.6,0.0,16.2,100.0,87.0,119.6,,,10.0,23.0,1.0,3.0,8.0,0.75,6.0,7.0,1.0,2.0,10.0,11.0,2.0,3.0,0.0,4.0,4.0,28.0,1.0,1.126,1.125,1.0,2.0,23.2,31.1,23.2,20.5,4.5,0.0,43.6,41.6,219.0,127.0,0,1,240.0,240.0,43.0,87.0,0.494,12.0,32.0,0.375,12.0,16.0,0.75,12.0,38.0,50.0,28.0,10.0,2.0,12.0,23.0,110.0,,0.585,0.563,0.368,0.184,27.3,86.4,56.8,65.1,10.9,5.1,11.3,100.0,119.6,87.0,,,11.0,20.0,0.692,3.0,7.0,1.0,3.0,4.0,1.0,3.0,6.0,9.0,10.0,4.0,1.0,4.0,6.0,28.0,25.0,1.0,1.0,1.0,0.8,55.0,64.8,32.4,100.0,6.2,31.0,50.0,34.2,186.0,95.0,1,False
56,BOS,116,MIL,108,2022,2022-05-09,240.0,240.0,42.0,84.0,0.5,14.0,37.0,0.378,18.0,20.0,0.9,4.0,34.0,38.0,25.0,2.0,4.0,11.0,25.0,116.0,,0.625,0.583,0.44,0.238,10.3,72.3,44.2,59.5,2.1,6.0,10.6,100.0,119.6,111.4,,,11.0,24.0,0.786,5.0,10.0,0.714,6.0,6.0,1.0,2.0,11.0,13.0,8.0,1.0,2.0,3.0,5.0,30.0,20.0,0.952,0.964,1.0,0.545,9.3,26.9,17.4,34.7,3.8,3.5,18.8,31.7,171.0,116.0,0,1,240.0,240.0,39.0,94.0,0.415,9.0,27.0,0.333,21.0,27.0,0.778,13.0,35.0,48.0,18.0,6.0,3.0,7.0,17.0,108.0,,0.51,0.463,0.287,0.287,27.7,89.7,55.8,46.2,6.2,6.4,6.2,100.0,111.4,119.6,,,14.0,32.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,5.0,16.0,18.0,9.0,3.0,1.0,4.0,5.0,34.0,7.0,1.33,1.5,1.0,2.0,20.5,48.0,24.5,31.9,3.6,3.6,9.8,59.3,261.0,125.0,1,True
57,MIL,108,BOS,116,2022,2022-05-09,240.0,240.0,39.0,94.0,0.415,9.0,27.0,0.333,21.0,27.0,0.778,13.0,35.0,48.0,18.0,6.0,3.0,7.0,17.0,108.0,,0.51,0.463,0.287,0.287,27.7,89.7,55.8,46.2,6.2,6.4,6.2,100.0,111.4,119.6,,,14.0,32.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,5.0,16.0,18.0,9.0,3.0,1.0,4.0,5.0,34.0,7.0,1.33,1.5,1.0,2.0,20.5,48.0,24.5,31.9,3.6,3.6,9.8,59.3,261.0,125.0,1,0,240.0,240.0,42.0,84.0,0.5,14.0,37.0,0.378,18.0,20.0,0.9,4.0,34.0,38.0,25.0,2.0,4.0,11.0,25.0,116.0,,0.625,0.583,0.44,0.238,10.3,72.3,44.2,59.5,2.1,6.0,10.6,100.0,119.6,111.4,,,11.0,24.0,0.786,5.0,10.0,0.714,6.0,6.0,1.0,2.0,11.0,13.0,8.0,1.0,2.0,3.0,5.0,30.0,20.0,0.952,0.964,1.0,0.545,9.3,26.9,17.4,34.7,3.8,3.5,18.8,31.7,171.0,116.0,0,False
